b1	b10	b11	b12	b13	b14	b15	b16	b17	b2	b4	b6	b7	b8	b9	a1	a10	a11	a12	a13	a14	a15	a16	a17	a2	a4	a6	a7	a8	a9	c1	c10	c11	c12	c13	c14	c15	c16	c17	c2	c4	c6	c7	c8	c9
46173893	1780000	5080000	7010000	4410000	2960000	3320000	5070000	48000	1450000	7220000	4780000	1490000	664000	3030000	129000	1080000	16500000	23300000	5350000	2490000	147000	4340000	608000	164000	1390000	2330000	622000	2600000	8230000	108000	1700000	1800000	1130000	6700000	441000	5540000	3690000	298000	152000	4450000	1180000	2160000	2010000	2850000
182378	18800000	21600000	34100000	29200000	12800000	16500000	22900000	6500000	6150000	20700000	18800000	14200000	9740000	41100000	5440000	3210000	9800000	24600000	40600000	15300000	6670000	19700000	7500000	5010000	21300000	17800000	7850000	8680000	11700000	4130000	5270000	12600000	29800000	45200000	16000000	15300000	32500000	7300000	6710000	22500000	10100000	22500000	12000000	10000000
15553	23200	149000	227000	129000	550000	783000	346000	1180000	1150000	303000	21400	149000	274000	41200	2400000	1680000	897000	87500	8020	900000	1260000	615000	546000	1870000	219000	141000	270000	465000	102000	1300000	806000	185000	275000	133000	268000	1090000	11700	874000	1840000	85400	54300	87300	754000	487000
5489029	292000	26700	208000	263000	8480	60200	99800	1600	2400	208000	479000	1430	4780	104000	1860	21100	2040	103000	295000	26300	0	73100	0	1480	53400	54400	0	2890	178000	0	1260	2050	34100	293000	21300	191000	312000	0	9560	203000	1940	16800	3280	154000
442631	2.87e+04	4.46e+04	9.61e+05	4.41e+05	4.47e+04	4.57e+03	3.29e+04	2.98e+04	3.94e+04	1.70e+04	1.09e+04	2.60e+04	7.06e+03	3.12e+04	6.27e+03	5.42e+04	1.68e+05	2.45e+04	1.96e+05	8.58e+04	2.69e+08	2.53e+04	1.03e+04	3.72e+03	2.13e+04	1.54e+04	1.97e+04	4.87e+04	2.55e+04	1.56e+03	9.05e+03	3.52e+04	5.47e+04	6.36e+04	4.99e+03	2.59e+04	1.39e+04	8.73e+04	2.13e+04	9.12e+03	2.04e+04	1.87e+04	6.44e+04	3.54e+03
5486800	69400000	24200000	38100000	20200000	26700000	17800000	26400000	21700000	16400000	47500000	8660000	29900000	15600000	37800000	5080000	51700000	6820000	20100000	17100000	26400000	11200000	22500000	25500000	23400000	36400000	25000000	22000000	12000000	11900000	5870000	14800000	17000000	173000	504000	21700000	5050000	473000	1950000	246000	2470000	18700000	4350000	6950000	6170000
173651	458000	79700	596000	120000	25700	43200	319000	148000	12700	442000	21000	36200	63000	621000	77000	12200	24800	19500	244000	102000	1270	173000	22600	1550	747000	334000	42000	114000	24300	4830	10000	19000	180000	361000	116000	36700	266000	88600	6120	538000	306000	141000	60400	20900
1549095	45800000	11700000	22300000	26200000	4880000	6930000	2270000	1260000	2910000	9200000	26200000	6290000	3520000	7160000	4090000	3590000	1840000	27300000	24500000	8270000	2310000	3530000	601000	3560000	7120000	10400000	7100000	3160000	21300000	696000	4370000	7200000	38300000	11900000	7000000	6700000	8080000	2750000	2790000	6500000	7380000	13900000	9070000	3480000
68271	134000	586000	2900000	1180000	179000	47500	53400	0	59300	659000	1360000	61000	5750	1300000	0	365000	0	444000	566000	1490000	6340	38900	0	1740	753000	129000	753000	116000	170000	0	30000	76800	766000	705000	647000	3540000	148000	1910	1270	5990	96400	669000	6520	49400
5753	1030000	4950000	7170000	5190000	2410000	3540000	2400000	618000	423000	1190000	4540000	2080000	1550000	387000	204000	112000	1960000	3980000	10700000	2480000	1830000	698000	603000	601000	1360000	1050000	1900000	3420000	1730000	95100	390000	3280000	6340000	10100000	4310000	2640000	5110000	792000	963000	3150000	88400	3810000	3790000	3440000
18327169	15400000	33200000	14800000	11300000	2720000	4460000	5780000	3620000	1180000	2640000	78000000	5370000	2010000	2250000	4250000	4980000	1140000	5120000	4830000	10000000	643000	7650000	2330000	6720000	6950000	4960000	1570000	4640000	36600000	1760000	3970000	1800000	717000	11200000	1710000	3480000	2790000	2820000	8150000	5570000	663000	8460000	297000	4830000
5281707	671000	65900	405000	37700	43600	24200	159000	3320	3710	76200	54600	4850	41500	166000	2310	120000	66500	141000	37900	127000	9970	65700	7380	961	180000	15300	5710	5590	124000	1660	13400	26000	14500	17200	10000	17800	242000	108000	12800	10400	36500	16700	2260	40100
586	1.72e+09	1.11e+09	2.83e+09	5.37e+08	1.06e+09	1.03e+09	3.22e+09	4.98e+07	1.52e+08	2.88e+09	2.78e+08	1.79e+08	1.31e+09	8.57e+08	2.92e+07	6.93e+08	6.10e+08	1.86e+08	1.52e+09	1.83e+08	1.57e+09	2.66e+08	5.90e+07	4.99e+08	2.40e+09	1.09e+09	1.24e+08	1.49e+09	1.65e+08	5.80e+07	3.72e+08	1.13e+09	2.94e+08	5.86e+08	9.15e+08	1.45e+09	1.90e+09	5.02e+07	1.18e+08	6.88e+08	1.25e+08	6.68e+08	9.63e+08	2.29e+08
588	1.92e+10	1.55e+10	2.07e+10	2.30e+10	1.13e+10	1.24e+10	1.65e+10	7.32e+09	6.81e+09	1.70e+10	2.61e+10	1.27e+10	7.87e+09	1.43e+10	6.97e+09	6.05e+09	1.21e+10	2.19e+10	2.78e+10	1.23e+10	6.57e+09	1.43e+10	9.77e+09	5.33e+09	2.09e+10	1.53e+10	8.93e+09	9.71e+09	1.64e+10	5.90e+09	1.05e+10	1.24e+10	2.04e+10	2.38e+10	1.12e+10	9.93e+09	2.14e+10	7.55e+09	5.92e+09	2.11e+10	1.06e+10	1.71e+10	9.75e+09	1.48e+10
394146	15800000	9900000	9410000	34300000	6940000	14200000	9240000	2430000	2670000	10700000	50500000	5760000	7390000	14100000	968000	3470000	4880000	24600000	27300000	10300000	6190000	6590000	1930000	1890000	11100000	13300000	4020000	6940000	31000000	574000	4910000	7860000	16900000	26600000	6830000	14100000	23000000	3200000	1870000	7700000	7520000	9670000	6600000	8650000
442357	815000	803000	1390000	702000	362000	498000	293000	189000	256000	791000	2200000	385000	295000	571000	48700	48000	175000	923000	2070000	381000	274000	548000	241000	147000	628000	1080000	68200	213000	704000	54300	186000	435000	1720000	942000	443000	668000	767000	244000	407000	706000	190000	452000	223000	184000
5281159	981000	4030000	3940000	2040000	507000	666000	1130000	294000	835000	1630000	1140000	709000	1150000	5170000	39300	373000	62900	1350000	1050000	435000	20100	566000	791000	97400	7440000	583000	141000	5310000	366000	43400	1070000	3860000	1450000	1910000	366000	3260000	2250000	486000	63500	3940000	2120000	3460000	233000	671000
7406	1530000	340000	1340000	650000	694000	345000	1010000	88500	635000	536000	686000	427000	408000	539000	326000	235000	138000	1020000	1520000	657000	387000	535000	25800	106000	744000	416000	70600	552000	472000	13400	444000	583000	943000	725000	675000	427000	1160000	24500	244000	699000	363000	596000	245000	609000
441075	3070000	0	0	0	0	0	0	1710	0	0	0	0	0	0	0	0	0	2950	0	0	0	0	0	0	3870	0	1510	51200	0	0	24900	0	0	0	0	0	3100	0	0	0	0	0	0	0
11526601	2670	0	0	136000	540000	0	0	0	0	0	483000	0	0	0	0	0	0	0	0	8760	0	4780	0	1660	0	2100	0	0	233000	0	0	2360	2570	0	867000	0	2320	0	1460	1630	0	0	0	2580
73172	27500	101000	152000	16100	642000	9600	66000	18700	68600	27100	1560000	147000	124000	45700	25100	582000	79800	71700	60800	57900	37800	6110	13300	231000	8980	18000	17900	352000	450000	246000	410000	1560000	53200	45100	22600	21800	14500	209000	66300	39300	30100	17700	48900	782000
19003	2050000	1160000	936000	2160000	304000	151000	127000	274000	50700	2020000	2330000	244000	202000	1800000	68700	151000	400000	291000	3140000	283000	58000	701000	364000	14300	2080000	2170000	83700	152000	1250000	32200	492000	440000	772000	2800000	352000	122000	107000	232000	57400	1770000	1200000	481000	99700	1110000
7533	53500	27200	235000	14800	29900	8430	35100	4440	982000	707000	126000	81500	86700	22800	30500	31800	11600	83900	118000	49500	10100	13200	88200	369000	400000	20900	8060	48100	91000	93800	13300	2140000	89500	94300	55500	35600	33400	19300	37500	932000	71800	123000	22600	138000
15091	2000000	1480000	2800000	2200000	1130000	915000	1630000	639000	767000	1390000	1140000	1060000	694000	2150000	486000	635000	325000	2800000	2890000	1170000	570000	1020000	938000	462000	2180000	1350000	1020000	1890000	2100000	142000	627000	1160000	2660000	2670000	1550000	1780000	2610000	855000	264000	1800000	1180000	1560000	912000	991000
10434	13600000	8430000	14100000	19700000	10900000	14100000	5940000	1240000	1810000	17900000	18200000	7630000	2370000	8840000	1790000	3380000	4030000	14300000	41300000	9470000	2450000	9640000	2410000	1940000	9530000	14900000	7780000	4810000	13100000	1450000	5340000	6020000	23500000	24700000	10200000	8780000	30700000	4040000	3170000	21000000	14900000	13300000	6390000	5370000
7966	535000	160000	261000	277000	514000	524000	182000	238000	198000	308000	571000	28400	270000	218000	585000	243000	440000	163000	86200	437000	607000	311000	151000	575000	298000	169000	345000	255000	235000	222000	308000	77500	501000	147000	629000	193000	253000	125000	611000	514000	369000	170000	253000	328000
7967	197000	117000	133000	90300	89300	129000	80100	11200	39900	225000	532000	164000	23000	170000	22300	43300	18400	211000	210000	80000	66800	120000	10100	12200	244000	126000	150000	42700	189000	13800	47200	135000	80600	150000	117000	179000	72800	22800	19800	287000	72000	244000	98600	91400
7965	4560000	984000	14600000	511000	1740000	5060000	891000	406000	377000	691000	512000	373000	960000	583000	2560000	797000	121000	655000	722000	617000	380000	379000	183000	364000	6070000	1820000	1050000	314000	486000	1730000	89500	219000	4320000	1510000	531000	1070000	787000	276000	239000	340000	2020000	203000	318000	393000
156777	516000	187000	373000	591000	304000	107000	48700	88000	472000	133000	501000	246000	156000	22600	3780	124000	68500	501000	727000	332000	324000	338000	2630	67400	109000	250000	29800	60600	158000	3720	221000	354000	441000	429000	376000	326000	480000	14500	190000	123000	127000	188000	316000	184000
33743	560000	975000	128000	546000	239000	372000	292000	598000	29900	321000	107000	332000	542000	507000	318000	1050000	583000	344000	551000	454000	570000	774000	168000	458000	312000	318000	986000	184000	530000	405000	511000	547000	342000	656000	287000	464000	30900	207000	583000	329000	834000	189000	535000	159000
8452	840000	4970000	2000000	615000	282000	91500	764000	137000	148000	701000	2250000	187000	116000	1020000	284000	140000	504000	1900000	1330000	322000	69000	604000	781000	68300	1110000	442000	230000	915000	911000	300000	832000	1690000	318000	1310000	271000	579000	844000	268000	109000	260000	193000	1420000	151000	1670000
6451137	9090	157000	29900	23700	4720	10700	275000	52900	52200	1360000	850000	91400	64900	8330	271000	24300	76400	328000	160000	86000	20900	171000	80000	9330	338000	180000	474000	85800	49400	11900	109000	19000	800000	3440000	159000	114000	410000	176000	12900	1240000	118000	132000	123000	184000
29719	1710000	9180000	1540000	783000	246000	188000	2530000	22700	127000	1410000	850000	388000	171000	691000	42800	51500	200000	496000	1010000	259000	55100	556000	221000	23700	1750000	484000	12900	180000	278000	26600	437000	247000	372000	994000	439000	771000	1090000	147000	132000	962000	152000	599000	191000	150000
6175	801000	4810000	2190000	2940000	1790000	6290000	1370000	237000	425000	1310000	1480000	716000	855000	1210000	151000	368000	788000	1410000	4570000	1400000	2060000	1390000	418000	608000	1180000	1060000	416000	481000	392000	144000	491000	1250000	1320000	4580000	2130000	3960000	2260000	476000	576000	871000	428000	564000	604000	950000
597	8940000	14900000	19900000	25900000	9200000	12700000	12500000	3810000	4390000	17500000	31400000	8720000	4930000	10200000	2840000	2490000	8000000	12100000	36200000	9120000	5080000	9440000	5230000	4680000	21500000	10100000	5540000	5420000	16300000	2300000	4650000	11100000	23900000	40400000	9330000	14100000	19300000	5240000	6970000	28500000	8590000	21200000	4630000	27200000
439960	1330000	11100	3940	4090000	1520	734000	2350	80400	28100	24700	3320	1710000	751000	31800	1270000	121000	159000	16500	1370000	1490	1650	5750	600000	166000	4970000	3010	9610	909000	61200	168000	3480000	3410000	2010000	9180000	1420	10100	73500	6060	98200	2150000	654000	427000	1570000	2900
5460362	426000	1380000	23400000	1410000	1380000	928000	462000	455000	838000	30000000	732000	2130000	419000	1490000	546000	2010000	599000	2890000	781000	868000	1080000	644000	1050000	562000	3550000	738000	1090000	2450000	8520000	442000	1940000	2450000	1670000	2620000	437000	2600000	1260000	1330000	565000	13300000	587000	11200000	1020000	1230000
5462471	3990	0	2110	2090	0	0	1900	0	0	2110	463000	1550	0	2260	44400	58000	0	0	4210	0	0	0	0	0	1870	13300	0	2070	427000	188000	0	2030	2710	3820	0	2260	2720	0	0	0	4530	0	1520	121000
146167	609000	58400	164000	112000	3730000	15900	161000	10600	18200	78400	355000	139000	16300	107000	31300	29900	9170	187000	105000	2940	2430	15400	97800	4380	32100	19200	222000	33700	58400	6840	101000	93400	1110000	673000	4690000	265000	1680000	287000	435000	141000	30300	25500	14100	366000
17723	365000	267000	185000	178000	301000	257000	145000	357000	326000	244000	303000	233000	213000	390000	636000	107000	114000	116000	212000	147000	122000	225000	479000	516000	434000	375000	524000	248000	139000	549000	492000	249000	114000	344000	421000	326000	274000	287000	392000	349000	401000	67200	680000	390000
66308	430000	285000	298000	731000	175000	756000	140000	83800	640000	365000	865000	294000	265000	260000	522000	352000	40200	400000	2110000	605000	481000	349000	309000	553000	1010000	560000	431000	435000	883000	327000	109000	1330000	655000	474000	624000	988000	527000	633000	1000000	82500	205000	1380000	355000	516000
442586	18300	2050	37000	9790	3450	1880	3550	1900	0	18400	14800	194000	1860	3480	2390	0	1560	0	30400	3620	3300	8480	2640	1030	161000	60900	0	0	1190	3090	10300	0	1590	22400	3000	6600	406000	6220	1930	23700	1400	11400	3000	2400
10788	370000	2450	2450	505000	3280	66900	11500	117000	32800	59700	1430000	1590	566000	97400	13700	33000	1740	9430	21300	8960	1730	982	51300	23800	33600	993000	1810	335000	366000	139000	36900	1950	22000	76400	8590	4560	3800	101000	29700	13300	78100	16000	1570	950000
62258	487000	88100	4480000	184000	17000	2000000	100000	119000	11900	2770000	2620000	10900	1010000	6140000	127000	10600000	17000	2920000	1230000	3490	4710	6740	23000	129000	9310000	5810000	205000	7730000	1080000	44500	13000000	12500	2310000	68400	13100	6140000	284000	299000	20400	6150	99500	1130000	2840	104000
123991	68400	10700	2200000	406000	143000	629000	1200000	5060	6740000	4130000	2730000	753000	1100000	214000	20400	153000	111000	4230000	775000	149000	58800	394000	4540	2910000	55500	173000	36400	913000	1630000	11300	494000	10100000	1420000	1470000	55300	249000	645000	12700	1560000	240000	1570000	94800	586000	2320000
5281625	5630000	8610000	14200000	10200000	6560000	6490000	12800000	4710000	8090000	5620000	8100000	4530000	7170000	15200000	3720000	9760000	5220000	23000000	10500000	7530000	4430000	7470000	6640000	3000000	6180000	5720000	5450000	30400000	14200000	3470000	5300000	18900000	17500000	8320000	24500000	12800000	16000000	5720000	2630000	4800000	7510000	8410000	4990000	5020000
85259	170000	121000	204000	222000	193000	216000	199000	146000	191000	180000	145000	156000	199000	147000	159000	187000	190000	157000	55600	174000	124000	222000	159000	151000	167000	185000	218000	178000	178000	212000	216000	153000	184000	170000	234000	116000	210000	120000	217000	172000	166000	167000	197000	98500
688492	31900	59100	231000	212000	114000	134000	189000	36000	80400	529000	85900	32800	249000	176000	5080	4690	77300	201000	178000	152000	7040	26900	7670	8850	57200	11000	20400	674000	25000	13300	12900	40800	115000	242000	798000	260000	202000	27700	10600	39800	19500	328000	62600	127000
73604	4200	2600000	5610	12400	1900	0	1490	14400	0	144000	14200	44100	0	33600	2120	49300	1710	2510	5360	0	0	1410	249000	2120	48000	166000	0	1240	43200	29000	272000	4010	45600	59900	1100	1910	26500	1810	1080	72600	20900	2040000	1750	2430
160464	2.39e+07	1.24e+07	1.22e+08	1.86e+07	8.47e+06	1.70e+07	4.42e+07	2.22e+06	3.54e+06	1.04e+08	1.84e+07	3.85e+06	9.68e+06	2.00e+07	7.43e+06	5.32e+06	4.37e+06	5.21e+07	5.62e+07	1.38e+07	1.69e+06	1.86e+07	7.13e+06	7.49e+07	4.41e+07	1.37e+07	2.15e+06	1.92e+07	7.52e+06	1.90e+06	7.46e+06	5.28e+06	3.12e+07	3.37e+07	1.13e+07	1.36e+07	4.31e+07	2.48e+06	6.84e+06	5.69e+07	8.21e+06	8.99e+06	8.40e+06	1.50e+07
443418	35300	5150	3160	81000	382000	490000	0	796000	2570	938000	288000	246000	453000	530000	44600	4900	0	400000	1680	393000	2830	2290	124000	0	835000	168000	7730	23700	999000	87400	4520	0	12900	104000	213000	1350	0	336000	39800	1440000	4230	88000	375000	38800
13711	4190000	2240000	5790000	2580000	2070000	225000	2880000	654000	195000	11900000	2370000	1760000	1430000	8640000	758000	66300	2010000	2290000	2380000	1280000	58000	2700000	516000	233000	3470000	6050000	554000	827000	2480000	1020000	1590000	1000000	1390000	3820000	1620000	357000	3870000	28100	16600	2930000	1330000	5950000	1440000	1640000
10786	896000	1360000	1450000	1640000	997000	2060000	1410000	958000	766000	793000	3390000	1280000	705000	968000	896000	948000	677000	1130000	3780000	3250000	695000	11800000	4790000	698000	1880000	1410000	1140000	834000	1490000	4330000	815000	3170000	1120000	4290000	850000	930000	1450000	1580000	697000	1210000	1340000	1520000	679000	1000000
13712	29200	1730	231000	41100	25400	7540	2650	2960	5950	4040	61100	4120	16200	10700	1570	2510	2030	7090	13500	2910	1680	4020	6940	12400	1700	46000	1750	14900	83400	2070	1960	2030	21200	320000	11100	3040	9150	5630	3820	2820	10500	10600	26500	5380
94176	457000	24100	1290000	4200	1700	9500	206000	3900	3370	3600000	3170	17600	154000	245000	842000	139000	260000	840000	549000	3390	103000	107000	20500	22200	406000	57900	383000	1300000	50400	307000	28800	41600	876000	43300	6530	70900	151000	8600	84400	987000	42800	607000	123000	244000
8550	3440000	907000	2470000	5030000	1370000	949000	1580000	82300	2250000	913000	3830000	621000	665000	114000	3160	62000	44200	2990000	8650000	1260000	339000	921000	33400	127000	200000	841000	12600	687000	1110000	3720	572000	1380000	2930000	2760000	1450000	1690000	3500000	19600	248000	286000	1200000	568000	1010000	292000
445027	35600000	43000000	50200000	65000000	27900000	24100000	35400000	12500000	8110000	35000000	58900000	19200000	18800000	24500000	8810000	9030000	19200000	40500000	72900000	28000000	15200000	27500000	16800000	5840000	43800000	26200000	12200000	18700000	27300000	7820000	12600000	31000000	34500000	71500000	26600000	22200000	47100000	14300000	8360000	41200000	15200000	35400000	17100000	34600000
69507	2270000	1340000	2610000	678000	1810000	505000	2230000	600000	661000	2980000	7580000	450000	1480000	1870000	813000	923000	1150000	2980000	1590000	2250000	716000	2030000	1150000	654000	5190000	2590000	970000	1910000	1600000	610000	1020000	822000	1080000	993000	887000	801000	2580000	874000	881000	4850000	128000	3260000	1740000	2100000
